#tax_id	GeneID	GO_ID	Evidence	Qualifier	GO_term	PubMed	Category
8839	101789378	GO:0005506	IEA	enables	iron ion binding	22301074	Function
8839	101789378	GO:0005737	IEA	located_in	cytoplasm	30032202	Component
8839	101789378	GO:0006449	IEA	involved_in	regulation of translational termination	30032202	Process
8839	101789378	GO:0019511	IEA	involved_in	peptidyl-proline hydroxylation	30032202	Process
8839	101789378	GO:0031418	IEA	enables	L-ascorbic acid binding	22301074	Function
8839	101789378	GO:0031543	IEA	enables	peptidyl-proline dioxygenase activity	30032202	Function
8839	101789381	GO:0004181	IEA	enables	metallocarboxypeptidase activity	22301074|30032202	Function
8839	101789381	GO:0006508	IEA	involved_in	proteolysis	22301074|30032202	Process
8839	101789381	GO:0008270	IEA	enables	zinc ion binding	22301074	Function
8839	101789382	GO:0005737	IEA	located_in	cytoplasm	30032202	Component
8839	101789382	GO:0008544	IEA	involved_in	epidermis development	30032202	Process
8839	101789383	GO:0005739	IEA	located_in	mitochondrion	30032202	Component
8839	101789383	GO:0016226	IEA	involved_in	iron-sulfur cluster assembly	22301074|30032202	Process
8839	101789383	GO:1990221	IEA	part_of	L-cysteine desulfurase complex	30032202	Component
8839	101789384	GO:0005634	IEA	located_in	nucleus	30032202	Component
8839	101789384	GO:0006974	IEA	involved_in	DNA damage response	30032202	Process
8839	101789384	GO:0035861	IEA	located_in	site of double-strand break	30032202	Component
8839	101789384	GO:1990166	IEA	involved_in	protein localization to site of double-strand break	30032202	Process
8839	101789384	GO:2000781	IEA	involved_in	positive regulation of double-strand break repair	30032202	Process
8839	101789385	GO:0000164	IEA	part_of	protein phosphatase type 1 complex	30032202	Component
8839	101789385	GO:0005979	IEA	involved_in	regulation of glycogen biosynthetic process	30032202	Process
8839	101789385	GO:0008157	IEA	enables	protein phosphatase 1 binding	30032202	Function
8839	101789385	GO:2001069	IEA	enables	glycogen binding	30032202	Function
8839	101789386	GO:0005634	IEA	located_in	nucleus	30032202	Component
8839	101789386	GO:0006357	IEA	involved_in	regulation of transcription by RNA polymerase II	30032202	Process
8839	101789386	GO:0031490	IEA	enables	chromatin DNA binding	30032202	Function
8839	101789387	GO:0004190	IEA	enables	aspartic-type endopeptidase activity	22301074|30032202	Function
8839	101789387	GO:0005768	IEA	located_in	endosome	30032202	Component
8839	101789387	GO:0006508	IEA	involved_in	proteolysis	22301074|30032202	Process
8839	101789387	GO:0019886	IEA	involved_in	antigen processing and presentation of exogenous peptide antigen via MHC class II	30032202	Process
8839	101789391	GO:0005509	IEA	enables	calcium ion binding	22301074	Function
8839	101789391	GO:0005886	IEA	located_in	plasma membrane	30032202	Component
8839	101789391	GO:0007156	IEA	involved_in	homophilic cell-cell adhesion	30032202	Process
8839	101789391	GO:0008046	IEA	enables	axon guidance receptor activity	30032202	Function
8839	101789391	GO:0030424	IEA	located_in	axon	30032202	Component
8839	101789391	GO:0043025	IEA	located_in	neuronal cell body	30032202	Component
8839	101789391	GO:0050808	IEA	involved_in	synapse organization	30032202	Process
8839	101789393	GO:0005634	IEA	located_in	nucleus	30032202	Component
8839	101789393	GO:0006355	IEA	involved_in	regulation of DNA-templated transcription	30032202	Process
8839	101789394	GO:0005741	IEA	located_in	mitochondrial outer membrane	30032202	Component
8839	101789394	GO:0035694	IEA	involved_in	mitochondrial protein catabolic process	30032202	Process
8839	101789394	GO:0035695	IEA	involved_in	mitophagy by internal vacuole formation	30032202	Process
8839	101789396	GO:0000422	IEA	involved_in	autophagy of mitochondrion	30032202	Process
8839	101789396	GO:0004674	IEA	enables	protein serine/threonine kinase activity	22301074|30032202	Function
8839	101789396	GO:0005524	IEA	enables	ATP binding	22301074	Function
8839	101789396	GO:0005739	IEA	located_in	mitochondrion	30032202	Component
8839	101789396	GO:0006468	IEA	involved_in	protein phosphorylation	22301074|30032202	Process
8839	101789396	GO:0042981	IEA	involved_in	regulation of apoptotic process	30032202	Process
8839	101789396	GO:0090141	IEA	involved_in	positive regulation of mitochondrial fission	30032202	Process
8839	101789397	GO:0000175	IEA	enables	3'-5'-RNA exonuclease activity	30032202	Function
8839	101789397	GO:0000177	IEA	part_of	cytoplasmic exosome (RNase complex)	30032202	Component
8839	101789397	GO:0003723	IEA	enables	RNA binding	22301074	Function
8839	101789397	GO:0006402	IEA	involved_in	mRNA catabolic process	30032202	Process
8839	101789397	GO:0016075	IEA	involved_in	rRNA catabolic process	30032202	Process
8839	101789398	GO:0005515	IEA	enables	protein binding	22301074	Function
8839	101789399	GO:0005509	IEA	enables	calcium ion binding	22301074	Function
8839	101789402	GO:0006955	IEA	involved_in	immune response	30032202	Process
8839	101789402	GO:0043123	IEA	involved_in	positive regulation of canonical NF-kappaB signal transduction	30032202	Process
8839	101789403	GO:0003723	IEA	enables	RNA binding	22301074|30032202	Function
8839	101789403	GO:0006396	IEA	involved_in	RNA processing	22301074	Process
8839	101789403	GO:0008173	IEA	enables	RNA methyltransferase activity	22301074	Function
8839	101789404	GO:0008270	IEA	enables	zinc ion binding	22301074	Function
8839	101789405	GO:0000932	IEA	located_in	P-body	30032202	Component
8839	101789405	GO:0003729	IEA	enables	mRNA binding	30032202	Function
8839	101789405	GO:0033962	IEA	involved_in	P-body assembly	30032202	Process
8839	101789405	GO:0034063	IEA	involved_in	stress granule assembly	30032202	Process
8839	101789407	GO:0003723	IEA	enables	RNA binding	22301074	Function
8839	101789407	GO:0005634	IEA	located_in	nucleus	22301074|30032202	Component
8839	101789407	GO:0031123	IEA	involved_in	RNA 3'-end processing	22301074	Process
8839	101789407	GO:1990817	IEA	enables	poly(A) RNA polymerase activity	22301074|30032202	Function
8839	101789409	GO:0005794	IEA	located_in	Golgi apparatus	30032202	Component
8839	101789409	GO:0006024	IEA	involved_in	glycosaminoglycan biosynthetic process	30032202	Process
8839	101789409	GO:0016311	IEA	involved_in	dephosphorylation	30032202	Process
8839	101789409	GO:0016791	IEA	enables	phosphatase activity	30032202	Function
8839	101789409	GO:0050650	IEA	involved_in	chondroitin sulfate proteoglycan biosynthetic process	30032202	Process
8839	101789413	GO:0005829	IEA	located_in	cytosol	30032202	Component
8839	101789413	GO:0015485	IEA	enables	cholesterol binding	30032202	Function
8839	101789413	GO:0016020	IEA	located_in	membrane	30032202	Component
8839	101789413	GO:0032541	IEA	located_in	cortical endoplasmic reticulum	30032202	Component
8839	101789416	GO:0003691	IEA	enables	double-stranded telomeric DNA binding	30032202	Function
8839	101789416	GO:0005634	IEA	located_in	nucleus	22301074|30032202	Component
8839	101789416	GO:0045893	IEA	involved_in	positive regulation of DNA-templated transcription	22301074	Process
8839	101789417	GO:0004930	IEA	enables	G protein-coupled receptor activity	22301074	Function
8839	101789417	GO:0007186	IEA	involved_in	G protein-coupled receptor signaling pathway	22301074	Process
8839	101789417	GO:0016020	IEA	located_in	membrane	22301074	Component
8839	101789418	GO:0005634	IEA	located_in	nucleus	30032202	Component
8839	101789418	GO:0005829	IEA	located_in	cytosol	30032202	Component
8839	101789418	GO:0110078	IEA	part_of	TTT Hsp90 cochaperone complex	22301074|30032202	Component
8839	101789419	GO:0036066	IEA	involved_in	protein O-linked glycosylation via fucose	30032202	Process
8839	101789419	GO:0046922	IEA	enables	peptide-O-fucosyltransferase activity	30032202	Function
8839	101789420	GO:0030008	IEA	part_of	TRAPP complex	22301074	Component
8839	101789420	GO:0048193	IEA	involved_in	Golgi vesicle transport	22301074	Process
8839	101789422	GO:0005783	IEA	located_in	endoplasmic reticulum	30032202	Component
8839	101789423	GO:0000122	IEA	involved_in	negative regulation of transcription by RNA polymerase II	30032202	Process
8839	101789423	GO:0016251	IEA	enables	RNA polymerase II general transcription initiation factor activity	30032202	Function
8839	101789423	GO:0017025	IEA	enables	TBP-class protein binding	30032202	Function
8839	101789423	GO:0017054	IEA	part_of	negative cofactor 2 complex	30032202	Component
8839	101789423	GO:0046982	IEA	enables	protein heterodimerization activity	22301074	Function
8839	101789423	GO:0051123	IEA	involved_in	RNA polymerase II preinitiation complex assembly	30032202	Process
8839	101789424	GO:0001836	IEA	involved_in	release of cytochrome c from mitochondria	30032202	Process
8839	101789424	GO:0005741	IEA	located_in	mitochondrial outer membrane	30032202	Component
8839	101789424	GO:0008630	IEA	involved_in	intrinsic apoptotic signaling pathway in response to DNA damage	30032202	Process
8839	101789424	GO:0015288	IEA	enables	porin activity	30032202	Function
8839	101789424	GO:0042981	IEA	involved_in	regulation of apoptotic process	22301074|30032202	Process
8839	101789424	GO:0051400	IEA	enables	BH domain binding	30032202	Function
8839	101789424	GO:0097192	IEA	involved_in	extrinsic apoptotic signaling pathway in absence of ligand	30032202	Process
8839	101789425	GO:0005794	IEA	located_in	Golgi apparatus	30032202	Component
8839	101789426	GO:0004114	IEA	enables	3',5'-cyclic-nucleotide phosphodiesterase activity	22301074	Function
8839	101789426	GO:0007165	IEA	involved_in	signal transduction	22301074	Process
8839	101789427	GO:0004222	IEA	enables	metalloendopeptidase activity	22301074|30032202	Function
8839	101789427	GO:0006508	IEA	involved_in	proteolysis	22301074|30032202	Process
8839	101789427	GO:0030198	IEA	involved_in	extracellular matrix organization	22301074|30032202	Process
8839	101789427	GO:0031012	IEA	located_in	extracellular matrix	30032202	Component
8839	101789428	GO:0004674	IEA	enables	protein serine/threonine kinase activity	30032202	Function
8839	101789428	GO:0005524	IEA	enables	ATP binding	22301074	Function
8839	101789428	GO:0005634	IEA	located_in	nucleus	30032202	Component
8839	101789428	GO:0005737	IEA	located_in	cytoplasm	30032202	Component
8839	101789428	GO:0005829	IEA	located_in	cytosol	30032202	Component
8839	101789428	GO:0006355	IEA	involved_in	regulation of DNA-templated transcription	22301074	Process
8839	101789428	GO:0006468	IEA	involved_in	protein phosphorylation	22301074|30032202	Process
8839	101789428	GO:0035556	IEA	involved_in	intracellular signal transduction	30032202	Process
8839	101789428	GO:0045719	IEA	involved_in	negative regulation of glycogen biosynthetic process	30032202	Process
8839	101789430	GO:0000417	IEA	part_of	HIR complex	30032202	Component
8839	101789430	GO:0000785	IEA	located_in	chromatin	30032202	Component
8839	101789430	GO:0005515	IEA	enables	protein binding	22301074	Function
8839	101789430	GO:0005634	IEA	located_in	nucleus	30032202	Component
8839	101789430	GO:0006338	IEA	involved_in	chromatin remodeling	22301074|30032202	Process
8839	101789430	GO:0006351	IEA	involved_in	DNA-templated transcription	30032202	Process
8839	101789430	GO:0006355	IEA	involved_in	regulation of DNA-templated transcription	22301074	Process
8839	101789430	GO:0031491	IEA	enables	nucleosome binding	30032202	Function
8839	101789431	GO:0004366	IEA	enables	glycerol-3-phosphate O-acyltransferase activity	30032202	Function
8839	101789431	GO:0005783	IEA	located_in	endoplasmic reticulum	30032202	Component
8839	101789431	GO:0019432	IEA	involved_in	triglyceride biosynthetic process	30032202	Process
8839	101789432	GO:0005543	IEA	enables	phospholipid binding	30032202	Function
8839	101789432	GO:0006886	IEA	involved_in	intracellular protein transport	30032202	Process
8839	101789432	GO:0019904	IEA	enables	protein domain specific binding	22301074	Function
8839	101789432	GO:0032588	IEA	located_in	trans-Golgi network membrane	30032202	Component
8839	101789432	GO:0034315	IEA	involved_in	regulation of Arp2/3 complex-mediated actin nucleation	30032202	Process
8839	101789433	GO:0000978	IEA	enables	RNA polymerase II cis-regulatory region sequence-specific DNA binding	30032202	Function
8839	101789433	GO:0000981	IEA	enables	DNA-binding transcription factor activity, RNA polymerase II-specific	22301074|30032202	Function
8839	101789433	GO:0005634	IEA	located_in	nucleus	22301074|30032202	Component
8839	101789433	GO:0006357	IEA	involved_in	regulation of transcription by RNA polymerase II	30032202	Process
8839	101789433	GO:0007275	IEA	involved_in	multicellular organism development	22301074	Process
8839	101789433	GO:0030182	IEA	involved_in	neuron differentiation	30032202	Process
8839	101789434	GO:0006631	IEA	involved_in	fatty acid metabolic process	30032202	Process
8839	101789434	GO:0031956	IEA	enables	medium-chain fatty acid-CoA ligase activity	30032202	Function
8839	101789439	GO:0004726	IEA	enables	non-membrane spanning protein tyrosine phosphatase activity	30032202	Function
8839	101789439	GO:0005737	IEA	located_in	cytoplasm	30032202	Component
8839	101789439	GO:0006470	IEA	involved_in	protein dephosphorylation	22301074|30032202	Process
8839	101789439	GO:0030971	IEA	enables	receptor tyrosine kinase binding	30032202	Function
8839	101789439	GO:0050839	IEA	enables	cell adhesion molecule binding	30032202	Function
8839	101789439	GO:0070374	IEA	involved_in	positive regulation of ERK1 and ERK2 cascade	30032202	Process
8839	101789441	GO:0005524	IEA	enables	ATP binding	22301074	Function
8839	101789441	GO:0005829	IEA	located_in	cytosol	22301074	Component
8839	101789441	GO:0005832	IEA	part_of	chaperonin-containing T-complex	22301074	Component
8839	101789441	GO:0006457	IEA	involved_in	protein folding	22301074	Process
8839	101789441	GO:0016887	IEA	enables	ATP hydrolysis activity	22301074	Function
8839	101789441	GO:0140662	IEA	enables	ATP-dependent protein folding chaperone	22301074	Function
8839	101789442	GO:0005643	IEA	part_of	nuclear pore	30032202	Component
8839	101789442	GO:0006607	IEA	involved_in	NLS-bearing protein import into nucleus	30032202	Process
8839	101789442	GO:0006999	IEA	involved_in	nuclear pore organization	30032202	Process
8839	101789442	GO:0017056	IEA	enables	structural constituent of nuclear pore	30032202	Function
8839	101789442	GO:0036228	IEA	involved_in	protein localization to nuclear inner membrane	30032202	Process
8839	101789442	GO:0044613	IEA	part_of	nuclear pore central transport channel	30032202	Component
8839	101789447	GO:0003730	IEA	enables	mRNA 3'-UTR binding	30032202	Function
8839	101789447	GO:0005634	IEA	located_in	nucleus	30032202	Component
8839	101789447	GO:0005829	IEA	located_in	cytosol	30032202	Component
8839	101789447	GO:0043484	IEA	involved_in	regulation of RNA splicing	30032202	Process
8839	101789448	GO:0005515	IEA	enables	protein binding	22301074	Function
8839	101789448	GO:0005886	IEA	located_in	plasma membrane	30032202	Component
8839	101789448	GO:0007165	IEA	involved_in	signal transduction	22301074	Process
8839	101789450	GO:0005515	IEA	enables	protein binding	22301074	Function
8839	101789450	GO:0005634	IEA	located_in	nucleus	30032202	Component
8839	101789450	GO:0006364	IEA	involved_in	rRNA processing	30032202	Process
8839	101789451	GO:0008375	IEA	enables	acetylglucosaminyltransferase activity	30032202	Function
8839	101789451	GO:0016020	IEA	located_in	membrane	22301074	Component
8839	101789452	GO:0005886	IEA	located_in	plasma membrane	30032202	Component
8839	101789452	GO:0007218	IEA	involved_in	neuropeptide signaling pathway	22301074|30032202	Process
8839	101789452	GO:0007268	IEA	involved_in	chemical synaptic transmission	30032202	Process
8839	101789452	GO:0007600	IEA	involved_in	sensory perception	30032202	Process
8839	101789452	GO:0030425	IEA	located_in	dendrite	30032202	Component
8839	101789452	GO:0031628	IEA	enables	opioid receptor binding	30032202	Function
8839	101789452	GO:0043025	IEA	located_in	neuronal cell body	30032202	Component
8839	101789452	GO:0043679	IEA	located_in	axon terminus	30032202	Component
8839	101789455	GO:0005856	IEA	located_in	cytoskeleton	30032202	Component
8839	101789456	GO:0005783	IEA	located_in	endoplasmic reticulum	30032202	Component
8839	101789456	GO:0005886	IEA	located_in	plasma membrane	30032202	Component
8839	101789456	GO:0030545	IEA	enables	signaling receptor regulator activity	30032202	Function
8839	101789456	GO:0031780	IEA	enables	corticotropin hormone receptor binding	30032202	Function
8839	101789456	GO:0031781	IEA	enables	type 3 melanocortin receptor binding	30032202	Function
8839	101789456	GO:0031782	IEA	enables	type 4 melanocortin receptor binding	30032202	Function
8839	101789456	GO:0031783	IEA	enables	type 5 melanocortin receptor binding	30032202	Function
8839	101789456	GO:0070996	IEA	enables	type 1 melanocortin receptor binding	30032202	Function
8839	101789456	GO:0072659	IEA	involved_in	protein localization to plasma membrane	30032202	Process
8839	101789456	GO:0106070	IEA	involved_in	regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway	30032202	Process
8839	101789457	GO:0005509	IEA	enables	calcium ion binding	22301074|30032202	Function
8839	101789458	GO:0005515	IEA	enables	protein binding	22301074	Function
8839	101789458	GO:0005886	IEA	located_in	plasma membrane	30032202	Component
8839	101789458	GO:0016477	IEA	involved_in	cell migration	30032202	Process
8839	101789458	GO:0030027	IEA	located_in	lamellipodium	30032202	Component
8839	101789458	GO:0034315	IEA	involved_in	regulation of Arp2/3 complex-mediated actin nucleation	30032202	Process
8839	101789459	GO:0005856	IEA	located_in	cytoskeleton	30032202	Component
8839	101789459	GO:0005886	IEA	located_in	plasma membrane	30032202	Component
8839	101789459	GO:0014069	IEA	located_in	postsynaptic density	30032202	Component
8839	101789459	GO:0051015	IEA	enables	actin filament binding	30032202	Function
8839	101789459	GO:0051016	IEA	involved_in	barbed-end actin filament capping	30032202	Process
8839	101789460	GO:0001682	IEA	involved_in	tRNA 5'-leader removal	30032202	Process
8839	101789460	GO:0004526	IEA	enables	ribonuclease P activity	30032202	Function
8839	101789460	GO:0005515	IEA	enables	protein binding	22301074	Function
8839	101789460	GO:0005739	IEA	located_in	mitochondrion	22301074	Component
8839	101789460	GO:0030678	IEA	part_of	mitochondrial ribonuclease P complex	30032202	Component
8839	101789460	GO:0097745	IEA	involved_in	mitochondrial tRNA 5'-end processing	30032202	Process
8839	101789461	GO:0001917	IEA	located_in	photoreceptor inner segment	30032202	Component
8839	101789461	GO:0002093	IEA	involved_in	auditory receptor cell morphogenesis	30032202	Process
8839	101789461	GO:0002142	IEA	part_of	stereocilia ankle link complex	30032202	Component
8839	101789461	GO:0005515	IEA	enables	protein binding	22301074	Function
8839	101789461	GO:0005886	IEA	located_in	plasma membrane	30032202	Component
8839	101789461	GO:0005929	IEA	located_in	cilium	30032202	Component
8839	101789461	GO:0007605	IEA	involved_in	sensory perception of sound	30032202	Process
8839	101789461	GO:0032426	IEA	located_in	stereocilium tip	30032202	Component
8839	101789461	GO:0046549	IEA	involved_in	retinal cone cell development	30032202	Process
8839	101789461	GO:0060122	IEA	involved_in	inner ear receptor cell stereocilium organization	30032202	Process
8839	101789463	GO:0005521	IEA	enables	lamin binding	30032202	Function
8839	101789463	GO:0005637	IEA	located_in	nuclear inner membrane	22301074	Component
8839	101789463	GO:0030473	IEA	involved_in	nuclear migration along microtubule	30032202	Process
8839	101789463	GO:0051015	IEA	enables	actin filament binding	30032202	Function
8839	101789464	GO:0006611	IEA	involved_in	protein export from nucleus	30032202	Process
8839	101789465	GO:0005096	IEA	enables	GTPase activator activity	30032202	Function
8839	101789465	GO:0005515	IEA	enables	protein binding	22301074	Function
8839	101789465	GO:0005622	IEA	located_in	intracellular anatomical structure	30032202	Component
8839	101789465	GO:0005737	IEA	located_in	cytoplasm	22301074	Component
8839	101789465	GO:0005829	IEA	located_in	cytosol	30032202	Component
8839	101789465	GO:0007165	IEA	involved_in	signal transduction	22301074	Process
8839	101789465	GO:0032956	IEA	involved_in	regulation of actin cytoskeleton organization	30032202	Process
8839	101789465	GO:0035020	IEA	involved_in	regulation of Rac protein signal transduction	30032202	Process
8839	101789465	GO:0043547	IEA	involved_in	positive regulation of GTPase activity	30032202	Process
8839	101789466	GO:0000978	IEA	enables	RNA polymerase II cis-regulatory region sequence-specific DNA binding	30032202	Function
8839	101789466	GO:0000981	IEA	enables	DNA-binding transcription factor activity, RNA polymerase II-specific	30032202	Function
8839	101789466	GO:0006357	IEA	involved_in	regulation of transcription by RNA polymerase II	30032202	Process
8839	101789466	GO:0046983	IEA	enables	protein dimerization activity	22301074	Function
8839	101789467	GO:0006508	IEA	involved_in	proteolysis	22301074	Process
8839	101789467	GO:0008234	IEA	enables	cysteine-type peptidase activity	22301074	Function
8839	101789468	GO:0005524	IEA	enables	ATP binding	22301074	Function
8839	101789468	GO:0006457	IEA	involved_in	protein folding	22301074	Process
8839	101789468	GO:0016887	IEA	enables	ATP hydrolysis activity	22301074	Function
8839	101789468	GO:0140662	IEA	enables	ATP-dependent protein folding chaperone	22301074	Function
8839	101789469	GO:0000785	IEA	located_in	chromatin	30032202	Component
8839	101789469	GO:0000977	IEA	enables	RNA polymerase II transcription regulatory region sequence-specific DNA binding	30032202	Function
8839	101789469	GO:0005634	IEA	located_in	nucleus	22301074	Component
8839	101789469	GO:0005667	IEA	part_of	transcription regulator complex	30032202	Component
8839	101789469	GO:0006357	IEA	involved_in	regulation of transcription by RNA polymerase II	30032202	Process
8839	101789469	GO:0030154	IEA	involved_in	cell differentiation	30032202	Process
8839	101789469	GO:2000134	IEA	involved_in	negative regulation of G1/S transition of mitotic cell cycle	30032202	Process
8839	101789471	GO:0004672	IEA	enables	protein kinase activity	22301074	Function
8839	101789471	GO:0005524	IEA	enables	ATP binding	22301074	Function
8839	101789471	GO:0006468	IEA	involved_in	protein phosphorylation	22301074	Process
8839	101789472	GO:0003924	IEA	enables	GTPase activity	22301074|30032202	Function
8839	101789472	GO:0016887	IEA	enables	ATP hydrolysis activity	22301074	Function
8839	101789473	GO:0003858	IEA	enables	3-hydroxybutyrate dehydrogenase activity	30032202	Function
8839	101789473	GO:0005737	IEA	located_in	cytoplasm	30032202	Component
8839	101789473	GO:0019290	IEA	involved_in	siderophore biosynthetic process	30032202	Process
8839	101789475	GO:0000978	IEA	enables	RNA polymerase II cis-regulatory region sequence-specific DNA binding	30032202	Function
8839	101789475	GO:0000981	IEA	enables	DNA-binding transcription factor activity, RNA polymerase II-specific	30032202	Function
8839	101789475	GO:0005634	IEA	located_in	nucleus	30032202	Component
8839	101789475	GO:0005667	IEA	part_of	transcription regulator complex	30032202	Component
8839	101789475	GO:0006357	IEA	involved_in	regulation of transcription by RNA polymerase II	30032202	Process
8839	101789476	GO:0005737	IEA	located_in	cytoplasm	30032202	Component
8839	101789476	GO:0005886	IEA	located_in	plasma membrane	30032202	Component
8839	101789476	GO:0008286	IEA	involved_in	insulin receptor signaling pathway	30032202	Process
8839	101789476	GO:0046627	IEA	involved_in	negative regulation of insulin receptor signaling pathway	30032202	Process
8839	101789478	GO:0000978	IEA	enables	RNA polymerase II cis-regulatory region sequence-specific DNA binding	30032202	Function
8839	101789478	GO:0000981	IEA	enables	DNA-binding transcription factor activity, RNA polymerase II-specific	22301074|30032202	Function
8839	101789478	GO:0005634	IEA	located_in	nucleus	30032202	Component
8839	101789478	GO:0006357	IEA	involved_in	regulation of transcription by RNA polymerase II	30032202	Process
8839	101789478	GO:0030154	IEA	involved_in	cell differentiation	30032202	Process
8839	101789479	GO:0005515	IEA	enables	protein binding	22301074	Function
8839	101789479	GO:0005681	IEA	part_of	spliceosomal complex	30032202	Component
8839	101789479	GO:0005737	IEA	located_in	cytoplasm	30032202	Component
8839	101789479	GO:0045292	IEA	involved_in	mRNA cis splicing, via spliceosome	30032202	Process
8839	101789479	GO:0045824	IEA	involved_in	negative regulation of innate immune response	30032202	Process
8839	101789480	GO:0000978	IEA	enables	RNA polymerase II cis-regulatory region sequence-specific DNA binding	30032202	Function
8839	101789480	GO:0000981	IEA	enables	DNA-binding transcription factor activity, RNA polymerase II-specific	30032202	Function
8839	101789480	GO:0005515	IEA	enables	protein binding	22301074	Function
8839	101789480	GO:0006357	IEA	involved_in	regulation of transcription by RNA polymerase II	30032202	Process
8839	101789481	GO:0005085	IEA	enables	guanyl-nucleotide exchange factor activity	30032202	Function
8839	101789481	GO:0007264	IEA	involved_in	small GTPase-mediated signal transduction	30032202	Process
8839	101789481	GO:0043547	IEA	involved_in	positive regulation of GTPase activity	30032202	Process
8839	101789482	GO:0000978	IEA	enables	RNA polymerase II cis-regulatory region sequence-specific DNA binding	30032202	Function
8839	101789482	GO:0000981	IEA	enables	DNA-binding transcription factor activity, RNA polymerase II-specific	30032202	Function
8839	101789482	GO:0007507	IEA	involved_in	heart development	30032202	Process
8839	101789482	GO:0030154	IEA	involved_in	cell differentiation	30032202	Process
8839	101789482	GO:0042826	IEA	enables	histone deacetylase binding	30032202	Function
8839	101789482	GO:0045944	IEA	involved_in	positive regulation of transcription by RNA polymerase II	22301074|30032202	Process
8839	101789482	GO:0046983	IEA	enables	protein dimerization activity	22301074	Function
8839	101789483	GO:0005789	IEA	located_in	endoplasmic reticulum membrane	30032202	Component
8839	101789483	GO:0005886	IEA	located_in	plasma membrane	30032202	Component
8839	101789483	GO:0016529	IEA	located_in	sarcoplasmic reticulum	30032202	Component
8839	101789483	GO:0030314	IEA	part_of	junctional membrane complex	22301074|30032202	Component
8839	101789485	GO:0016409	IEA	enables	palmitoyltransferase activity	22301074	Function
8839	101789486	GO:0005164	IEA	enables	tumor necrosis factor receptor binding	22301074	Function
8839	101789486	GO:0006955	IEA	involved_in	immune response	22301074	Process
8839	101789486	GO:0016020	IEA	located_in	membrane	22301074	Component
8839	101789487	GO:0005509	IEA	enables	calcium ion binding	22301074	Function
8839	101789487	GO:0005886	IEA	located_in	plasma membrane	30032202	Component
8839	101789487	GO:0006952	IEA	involved_in	defense response	30032202	Process
8839	101789487	GO:0016175	IEA	enables	superoxide-generating NAD(P)H oxidase activity	30032202	Function
8839	101789487	GO:0042554	IEA	involved_in	superoxide anion generation	30032202	Process
8839	101789487	GO:0043020	IEA	part_of	NADPH oxidase complex	30032202	Component
8839	101789488	GO:0003700	IEA	enables	DNA-binding transcription factor activity	30032202	Function
8839	101789488	GO:0005634	IEA	located_in	nucleus	30032202	Component
8839	101789488	GO:0007423	IEA	involved_in	sensory organ development	30032202	Process
8839	101789488	GO:0045944	IEA	involved_in	positive regulation of transcription by RNA polymerase II	30032202	Process
8839	101789488	GO:0046983	IEA	enables	protein dimerization activity	22301074	Function
8839	101789488	GO:0061564	IEA	involved_in	axon development	30032202	Process
8839	101789488	GO:0070888	IEA	enables	E-box binding	30032202	Function
8839	101789489	GO:0003828	IEA	enables	alpha-N-acetylneuraminate alpha-2,8-sialyltransferase activity	30032202	Function
8839	101789489	GO:0006491	IEA	involved_in	N-glycan processing	30032202	Process
8839	101789489	GO:0009311	IEA	involved_in	oligosaccharide metabolic process	30032202	Process
8839	101789490	GO:0005576	IEA	located_in	extracellular region	22301074|30032202	Component
8839	101789490	GO:0007586	IEA	involved_in	digestion	22301074|30032202	Process
8839	101789490	GO:0008047	IEA	enables	enzyme activator activity	22301074|30032202	Function
8839	101789490	GO:0016042	IEA	involved_in	lipid catabolic process	22301074|30032202	Process
8839	101789490	GO:0035473	IEA	enables	lipase binding	22301074	Function
8839	101789490	GO:0043085	IEA	involved_in	positive regulation of catalytic activity	22301074	Process
8839	101789491	GO:0005829	IEA	located_in	cytosol	30032202	Component
8839	101789491	GO:0018738	IEA	enables	S-formylglutathione hydrolase activity	22301074|30032202	Function
8839	101789491	GO:0046294	IEA	involved_in	formaldehyde catabolic process	22301074|30032202	Process
8839	101789492	GO:0004333	IEA	enables	fumarate hydratase activity	22301074|30032202	Function
8839	101789492	GO:0005739	IEA	located_in	mitochondrion	30032202	Component
8839	101789492	GO:0006099	IEA	involved_in	tricarboxylic acid cycle	22301074|30032202	Process
8839	101789492	GO:0006106	IEA	involved_in	fumarate metabolic process	22301074|30032202	Process
8839	101789492	GO:0006108	IEA	involved_in	malate metabolic process	30032202	Process
8839	101789497	GO:0030198	IEA	involved_in	extracellular matrix organization	22301074	Process
8839	101789497	GO:0031012	IEA	located_in	extracellular matrix	30032202	Component
8839	101789498	GO:0005515	IEA	enables	protein binding	22301074	Function
8839	101789499	GO:0005515	IEA	enables	protein binding	22301074	Function
8839	101789499	GO:0005634	IEA	located_in	nucleus	22301074	Component
8839	101789499	GO:0042054	IEA	enables	histone methyltransferase activity	22301074	Function
8839	101789500	GO:0005829	IEA	located_in	cytosol	30032202	Component
8839	101789500	GO:0006481	IEA	involved_in	C-terminal protein methylation	30032202	Process
8839	101789500	GO:0018423	IEA	enables	protein C-terminal leucine carboxyl O-methyltransferase activity	30032202	Function
8839	101789501	GO:0000049	IEA	enables	tRNA binding	30032202	Function
8839	101789501	GO:0001514	IEA	involved_in	selenocysteine incorporation	30032202	Process
